Mental Illness,Alcohol Related Disorder,Drug Substance Disorder,High Blood Pressure,Diabetes,Obesity,Heart Attack,Stroke,Pulmonary Asthma,Kidney Disease,Liver Disease,Cancer
1.0,0.03942968487470336,0.04958795807358186,0.040802772368903575,0.03856054062850606,0.04688193449740222,0.0009463017161504331,0.007744630080746233,0.028646193981454716,0.012689152479532428,0.018201503314674967,0.011568831319268651
0.03942968487470336,1.0,0.44403431947601146,0.07433157972856645,0.03484047021190861,0.019815360252237933,0.017617566794321513,0.01291407451557754,0.039212519239810346,-0.0024962211250385887,0.09660386264690105,-0.0017145426248571947
0.04958795807358186,0.44403431947601146,1.0,0.043089187734515304,0.02659240110412705,0.010056437194486501,0.005189004113613442,0.00141970624658333,0.03569529232095327,-0.004206975358160766,0.13228665498459227,-0.005320631673897585
0.040802772368903575,0.07433157972856645,0.043089187734515304,1.0,0.3255082373503583,0.19606324446539966,0.11013209899844426,0.09744265742842181,0.12681171182360168,0.09076788598142126,0.06994668702401646,0.054436631249169413
0.03856054062850606,0.03484047021190861,0.02659240110412705,0.3255082373503583,1.0,0.19438026977762746,0.07005759171008188,0.06466369255832322,0.09411436479563179,0.0670218684240885,0.05393459359741776,0.03896130822227707
0.04688193449740222,0.019815360252237933,0.010056437194486501,0.19606324446539966,0.19438026977762746,1.0,0.020374048277271694,0.015626761212467075,0.09656096908650116,0.030853160406333725,-0.0036257836190536855,0.005529710925756773
0.0009463017161504331,0.017617566794321513,0.005189004113613442,0.11013209899844426,0.07005759171008188,0.020374048277271694,1.0,0.13338803081132905,0.06466800028164388,0.04636441907416753,0.024932548029168663,0.04708119162526798
0.007744630080746233,0.01291407451557754,0.00141970624658333,0.09744265742842181,0.06466369255832322,0.015626761212467075,0.13338803081132905,1.0,0.050651946414411404,0.04929993191579702,0.016916332167109565,0.05959777859799333
0.028646193981454716,0.039212519239810346,0.03569529232095327,0.12681171182360168,0.09411436479563179,0.09656096908650116,0.06466800028164388,0.050651946414411404,1.0,0.03584261838435089,0.05576974879705468,0.04368288426792816
0.012689152479532428,-0.0024962211250385887,-0.004206975358160766,0.09076788598142126,0.0670218684240885,0.030853160406333725,0.04636441907416753,0.04929993191579702,0.03584261838435089,1.0,0.0390327890862739,0.04954610400282563
0.018201503314674967,0.09660386264690105,0.13228665498459227,0.06994668702401646,0.05393459359741776,-0.0036257836190536855,0.024932548029168663,0.016916332167109565,0.05576974879705468,0.0390327890862739,1.0,0.01556670284745293
0.011568831319268651,-0.0017145426248571947,-0.005320631673897585,0.054436631249169413,0.03896130822227707,0.005529710925756773,0.04708119162526798,0.05959777859799333,0.04368288426792816,0.04954610400282563,0.01556670284745293,1.0
